"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 10 05:31:47 GMT 2023","Tue Jan 10 05:31:48 GMT 2023","1303","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:32:10 GMT 2023","Tue Jan 10 05:32:11 GMT 2023","1249","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Jan 10 05:31:34 GMT 2023","Tue Jan 10 05:31:36 GMT 2023","1258","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:32:06 GMT 2023","Tue Jan 10 05:32:07 GMT 2023","1249","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Jan 10 05:31:58 GMT 2023","Tue Jan 10 05:32:00 GMT 2023","1279","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Jan 10 05:32:12 GMT 2023","Tue Jan 10 05:32:14 GMT 2023","1253","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Jan 10 05:32:04 GMT 2023","Tue Jan 10 05:32:05 GMT 2023","1247","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Jan 10 05:31:34 GMT 2023","Tue Jan 10 05:31:34 GMT 2023","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:31:53 GMT 2023","Tue Jan 10 05:31:55 GMT 2023","1255","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:31:55 GMT 2023","Tue Jan 10 05:31:56 GMT 2023","1234","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:32:01 GMT 2023","Tue Jan 10 05:32:02 GMT 2023","1265","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Jan 10 05:31:34 GMT 2023","Tue Jan 10 05:31:34 GMT 2023","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:32:02 GMT 2023","Tue Jan 10 05:32:04 GMT 2023","1247","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Jan 10 05:31:37 GMT 2023","Tue Jan 10 05:31:38 GMT 2023","1275","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:31:50 GMT 2023","Tue Jan 10 05:31:51 GMT 2023","1276","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:31:52 GMT 2023","Tue Jan 10 05:31:53 GMT 2023","1251","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:32:09 GMT 2023","Tue Jan 10 05:32:10 GMT 2023","1262","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Jan 10 05:32:07 GMT 2023","Tue Jan 10 05:32:09 GMT 2023","1246","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Jan 10 05:31:44 GMT 2023","Tue Jan 10 05:31:46 GMT 2023","1250","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:31:57 GMT 2023","Tue Jan 10 05:31:58 GMT 2023","1253","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Jan 10 05:31:34 GMT 2023","Tue Jan 10 05:31:34 GMT 2023","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:31:39 GMT 2023","Tue Jan 10 05:31:41 GMT 2023","1251","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:31:43 GMT 2023","Tue Jan 10 05:31:44 GMT 2023","1281","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:31:41 GMT 2023","Tue Jan 10 05:31:42 GMT 2023","1248","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:32:11 GMT 2023","Tue Jan 10 05:32:12 GMT 2023","1250","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Jan 10 05:31:46 GMT 2023","Tue Jan 10 05:31:47 GMT 2023","1254","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:31:51 GMT 2023","Tue Jan 10 05:31:52 GMT 2023","1253","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:31:36 GMT 2023","Tue Jan 10 05:31:37 GMT 2023","1257","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:31:42 GMT 2023","Tue Jan 10 05:31:43 GMT 2023","1246","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:32:00 GMT 2023","Tue Jan 10 05:32:01 GMT 2023","1278","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Jan 10 05:31:38 GMT 2023","Tue Jan 10 05:31:39 GMT 2023","1238","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Jan 10 05:32:14 GMT 2023","Tue Jan 10 05:32:15 GMT 2023","1256","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Jan 10 05:32:16 GMT 2023","Tue Jan 10 05:32:17 GMT 2023","1248","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Jan 10 05:32:15 GMT 2023","Tue Jan 10 05:32:16 GMT 2023","1248","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Jan 10 05:31:48 GMT 2023","Tue Jan 10 05:31:50 GMT 2023","1265","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Jan 10 05:32:05 GMT 2023","Tue Jan 10 05:32:06 GMT 2023","1248","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Jan 10 05:31:56 GMT 2023","Tue Jan 10 05:31:57 GMT 2023","1241","test_function.test_filters","test_2_filters_stock","","","","Stock",""
