"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Nov 19 05:34:10 GMT 2022","Sat Nov 19 05:34:11 GMT 2022","1143","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Nov 19 05:33:58 GMT 2022","Sat Nov 19 05:33:59 GMT 2022","1102","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:33:45 GMT 2022","Sat Nov 19 05:33:46 GMT 2022","1152","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:34:15 GMT 2022","Sat Nov 19 05:34:16 GMT 2022","1500","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Nov 19 05:34:20 GMT 2022","Sat Nov 19 05:34:21 GMT 2022","1380","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Nov 19 05:34:07 GMT 2022","Sat Nov 19 05:34:08 GMT 2022","1153","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Nov 19 05:34:16 GMT 2022","Sat Nov 19 05:34:18 GMT 2022","1244","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Nov 19 05:34:11 GMT 2022","Sat Nov 19 05:34:12 GMT 2022","1301","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Nov 19 05:33:57 GMT 2022","Sat Nov 19 05:33:58 GMT 2022","1340","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:33:53 GMT 2022","Sat Nov 19 05:33:54 GMT 2022","1114","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:33:56 GMT 2022","Sat Nov 19 05:33:57 GMT 2022","1106","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:34:12 GMT 2022","Sat Nov 19 05:34:14 GMT 2022","1314","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Nov 19 05:33:47 GMT 2022","Sat Nov 19 05:33:48 GMT 2022","1148","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:33:46 GMT 2022","Sat Nov 19 05:33:47 GMT 2022","1110","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:33:52 GMT 2022","Sat Nov 19 05:33:53 GMT 2022","1129","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:33:42 GMT 2022","Sat Nov 19 05:33:42 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:33:48 GMT 2022","Sat Nov 19 05:33:49 GMT 2022","1140","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:34:02 GMT 2022","Sat Nov 19 05:34:03 GMT 2022","1234","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:33:42 GMT 2022","Sat Nov 19 05:33:42 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:33:43 GMT 2022","Sat Nov 19 05:33:45 GMT 2022","1283","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:33:42 GMT 2022","Sat Nov 19 05:33:43 GMT 2022","1133","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:34:04 GMT 2022","Sat Nov 19 05:34:05 GMT 2022","1237","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Nov 19 05:34:14 GMT 2022","Sat Nov 19 05:34:15 GMT 2022","1134","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Nov 19 05:34:23 GMT 2022","Sat Nov 19 05:34:24 GMT 2022","1128","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Nov 19 05:33:42 GMT 2022","Sat Nov 19 05:33:42 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Nov 19 05:33:54 GMT 2022","Sat Nov 19 05:33:55 GMT 2022","1541","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:34:08 GMT 2022","Sat Nov 19 05:34:09 GMT 2022","1103","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Nov 19 05:34:03 GMT 2022","Sat Nov 19 05:34:04 GMT 2022","1171","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:34:00 GMT 2022","Sat Nov 19 05:34:02 GMT 2022","1444","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:34:18 GMT 2022","Sat Nov 19 05:34:19 GMT 2022","1142","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Nov 19 05:34:21 GMT 2022","Sat Nov 19 05:34:23 GMT 2022","1281","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Nov 19 05:34:05 GMT 2022","Sat Nov 19 05:34:07 GMT 2022","1130","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Nov 19 05:33:59 GMT 2022","Sat Nov 19 05:34:00 GMT 2022","1179","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:34:09 GMT 2022","Sat Nov 19 05:34:10 GMT 2022","1103","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Nov 19 05:33:49 GMT 2022","Sat Nov 19 05:33:51 GMT 2022","1365","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:33:51 GMT 2022","Sat Nov 19 05:33:52 GMT 2022","1107","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Nov 19 05:34:19 GMT 2022","Sat Nov 19 05:34:20 GMT 2022","1141","test_function.test_filters","test_5_filters_category","","","","Brand",""
