"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Dec 09 05:31:39 GMT 2022","Fri Dec 09 05:31:40 GMT 2022","1025","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Dec 09 05:31:18 GMT 2022","Fri Dec 09 05:31:19 GMT 2022","1117","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:23 GMT 2022","Fri Dec 09 05:31:24 GMT 2022","1021","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:42 GMT 2022","Fri Dec 09 05:31:43 GMT 2022","1027","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Dec 09 05:31:18 GMT 2022","Fri Dec 09 05:31:18 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:18 GMT 2022","Fri Dec 09 05:31:18 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:31 GMT 2022","Fri Dec 09 05:31:32 GMT 2022","1032","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:52 GMT 2022","Fri Dec 09 05:31:53 GMT 2022","1005","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Dec 09 05:31:25 GMT 2022","Fri Dec 09 05:31:26 GMT 2022","1026","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:47 GMT 2022","Fri Dec 09 05:31:48 GMT 2022","1014","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Dec 09 05:31:21 GMT 2022","Fri Dec 09 05:31:22 GMT 2022","1021","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:46 GMT 2022","Fri Dec 09 05:31:47 GMT 2022","1046","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Dec 09 05:31:24 GMT 2022","Fri Dec 09 05:31:25 GMT 2022","1006","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:36 GMT 2022","Fri Dec 09 05:31:37 GMT 2022","1053","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:28 GMT 2022","Fri Dec 09 05:31:29 GMT 2022","1019","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:38 GMT 2022","Fri Dec 09 05:31:39 GMT 2022","1004","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Dec 09 05:31:43 GMT 2022","Fri Dec 09 05:31:44 GMT 2022","1000","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Dec 09 05:31:18 GMT 2022","Fri Dec 09 05:31:18 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:49 GMT 2022","Fri Dec 09 05:31:50 GMT 2022","1015","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Dec 09 05:31:35 GMT 2022","Fri Dec 09 05:31:36 GMT 2022","1008","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:26 GMT 2022","Fri Dec 09 05:31:27 GMT 2022","1017","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:22 GMT 2022","Fri Dec 09 05:31:23 GMT 2022","1011","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Dec 09 05:31:41 GMT 2022","Fri Dec 09 05:31:42 GMT 2022","1018","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Dec 09 05:31:50 GMT 2022","Fri Dec 09 05:31:51 GMT 2022","1001","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Dec 09 05:31:48 GMT 2022","Fri Dec 09 05:31:49 GMT 2022","1067","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Dec 09 05:31:33 GMT 2022","Fri Dec 09 05:31:34 GMT 2022","998","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:30 GMT 2022","Fri Dec 09 05:31:31 GMT 2022","1023","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:44 GMT 2022","Fri Dec 09 05:31:45 GMT 2022","1037","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Dec 09 05:31:45 GMT 2022","Fri Dec 09 05:31:46 GMT 2022","1004","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Dec 09 05:31:40 GMT 2022","Fri Dec 09 05:31:41 GMT 2022","1013","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Dec 09 05:31:37 GMT 2022","Fri Dec 09 05:31:38 GMT 2022","1034","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Dec 09 05:31:27 GMT 2022","Fri Dec 09 05:31:28 GMT 2022","1032","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:51 GMT 2022","Fri Dec 09 05:31:52 GMT 2022","1012","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Dec 09 05:31:29 GMT 2022","Fri Dec 09 05:31:30 GMT 2022","1010","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:34 GMT 2022","Fri Dec 09 05:31:35 GMT 2022","1006","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:32 GMT 2022","Fri Dec 09 05:31:33 GMT 2022","1013","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Dec 09 05:31:19 GMT 2022","Fri Dec 09 05:31:21 GMT 2022","1049","test_function.test_filters","test_1_filters_price","","","","Sale price",""
